Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/01  01:00:00,,,5325035.6500713,21445406.177394528 
 01/01  02:00:00,,,5325035.6500713,21445406.177394528 
 01/01  03:00:00,,,5325035.6500713,21445406.177394528 
 01/01  04:00:00,,,5325035.6500713,21445406.177394528 
 01/01  05:00:00,,,5325035.6500713,21445406.177394528 
 01/01  06:00:00,,,5325035.6500713,21445406.177394528 
 01/01  07:00:00,,,5325035.6500713,21445406.177394528 
 01/01  08:00:00,,,5325035.6500713,21445406.177394528 
 01/01  09:00:00,,,5325035.6500713,21445406.177394528 
 01/01  10:00:00,,,5325035.6500713,21445406.177394528 
 01/01  11:00:00,,,5325035.6500713,21445406.177394528 
 01/01  12:00:00,,,5325035.6500713,21445406.177394528 
 01/01  13:00:00,,,5325035.6500713,21445406.177394528 
 01/01  14:00:00,,,5325035.6500713,21445406.177394528 
 01/01  15:00:00,,,5325035.6500713,21445406.177394528 
 01/01  16:00:00,,,5325035.6500713,21445406.177394528 
 01/01  17:00:00,,,5325035.6500713,21445406.177394528 
 01/01  18:00:00,,,5325035.6500713,21445406.177394528 
 01/01  19:00:00,,,5325035.6500713,21445406.177394528 
 01/01  20:00:00,,,5325035.6500713,21445406.177394528 
 01/01  21:00:00,,,5325035.6500713,21445406.177394528 
 01/01  22:00:00,,,5325035.6500713,21445406.177394528 
 01/01  23:00:00,,,5325035.6500713,21445406.177394528 
 01/01  24:00:00,,,5325035.6500713,21445406.177394528 
 01/02  01:00:00,,,5325035.6500713,21445406.177394528 
 01/02  02:00:00,,,5325035.6500713,21445406.177394528 
 01/02  03:00:00,,,5325035.6500713,21445406.177394528 
 01/02  04:00:00,,,5325035.6500713,21445406.177394528 
 01/02  05:00:00,,,5325035.6500713,21445406.177394528 
 01/02  06:00:00,,,5325035.6500713,21445406.177394528 
 01/02  07:00:00,,,5325035.6500713,21445406.177394528 
 01/02  08:00:00,,,5325035.6500713,21445406.177394528 
 01/02  09:00:00,,,60189895.12633318,61044502.29644997 
 01/02  10:00:00,,,62232852.69524137,61044502.29644997 
 01/02  11:00:00,,,58232387.31070203,61531366.29644997 
 01/02  12:00:00,,,56895161.643496215,61531366.29644997 
 01/02  13:00:00,,,57434159.70285651,61531366.29644997 
 01/02  14:00:00,,,58108072.33555556,61044502.29644997 
 01/02  15:00:00,,,60442203.37163848,61044502.29644997 
 01/02  16:00:00,,,70235721.4715668,60801070.29644997 
 01/02  17:00:00,,,85347654.44547041,60801070.29644997 
 01/02  18:00:00,,,91376905.356,24846969.47763946 
 01/02  19:00:00,,,91376905.356,24846969.47763946 
